Date,Open,High,Low,Close,Volume,None
2021-03-02T00:00:00+0530,7060.0,7235.0,7030.0,7214.1,1395296,0
2021-03-03T00:00:00+0530,7245.6,7262.3,7101.2,7124.7,796258,0
2021-03-04T00:00:00+0530,7080.0,7175.2,7011.0,7131.6,906310,0
2021-03-05T00:00:00+0530,7130.0,7315.0,7070.0,7249.0,1821165,0
2021-03-08T00:00:00+0530,7264.9,7338.8,7216.0,7259.5,977572,0
2021-03-09T00:00:00+0530,7329.4,7329.4,7256.0,7301.55,678485,0
2021-03-10T00:00:00+0530,7320.0,7387.0,7251.0,7272.1,659270,0
2021-03-12T00:00:00+0530,7300.0,7313.0,7061.4,7096.2,946720,0
2021-03-15T00:00:00+0530,7145.0,7162.95,7011.0,7089.3,700309,0
2021-03-16T00:00:00+0530,7100.0,7200.0,7100.0,7150.3,796357,0
2021-03-17T00:00:00+0530,7160.0,7169.95,7043.5,7064.65,688581,0
2021-03-18T00:00:00+0530,7125.0,7242.0,7060.0,7113.75,984545,0
2021-03-19T00:00:00+0530,7059.95,7149.95,6905.5,7113.55,838756,0
2021-03-22T00:00:00+0530,7104.0,7142.5,7050.2,7101.25,533767,0
2021-03-23T00:00:00+0530,7138.0,7225.0,7130.0,7186.25,757590,0
2021-03-24T00:00:00+0530,7136.0,7158.4,7049.95,7066.2,457147,0
2021-03-25T00:00:00+0530,7050.0,7059.0,6755.25,6786.85,1338767,0
2021-03-26T00:00:00+0530,6889.0,6898.95,6771.0,6784.45,911299,0
2021-03-30T00:00:00+0530,6811.0,6875.0,6740.0,6851.8,1088917,0
2021-03-31T00:00:00+0530,6852.3,6939.9,6795.2,6859.2,735382,0
2021-04-01T00:00:00+0530,6950.0,6991.5,6855.0,6923.9,660759,0
2021-04-05T00:00:00+0530,6908.5,6908.5,6724.6,6768.55,668129,0
2021-04-06T00:00:00+0530,6818.25,6846.95,6720.0,6751.3,628262,0
2021-04-07T00:00:00+0530,6790.0,6885.0,6775.05,6865.0,598115,0
2021-04-08T00:00:00+0530,6881.0,6939.3,6806.85,6826.85,604553,0
2021-04-09T00:00:00+0530,6850.0,6875.25,6778.0,6827.1,641327,0
2021-04-12T00:00:00+0530,6739.85,6739.85,6502.15,6520.6,1020746,0
2021-04-13T00:00:00+0530,6520.0,6845.4,6468.8,6815.8,995718,0
2021-04-15T00:00:00+0530,6846.6,6846.85,6551.0,6644.25,1267365,0
2021-04-16T00:00:00+0530,6675.0,6784.85,6606.05,6648.1,1000325,0
2021-04-19T00:00:00+0530,6500.35,6530.0,6415.0,6511.75,772219,0
2021-04-20T00:00:00+0530,6615.0,6678.7,6558.55,6646.65,914142,0
2021-04-22T00:00:00+0530,6625.95,6674.9,6545.0,6650.1,667911,0
2021-04-23T00:00:00+0530,6560.0,6714.7,6560.0,6676.1,709306,0
2021-04-26T00:00:00+0530,6690.2,6789.0,6600.0,6638.9,937344,0
2021-04-27T00:00:00+0530,6669.95,6709.0,6542.0,6568.75,1610651,0
2021-04-28T00:00:00+0530,6568.75,6650.0,6545.0,6573.8,1406270,0
2021-04-29T00:00:00+0530,6635.0,6647.45,6552.0,6565.65,757075,0
2021-04-30T00:00:00+0530,6537.1,6559.6,6421.0,6455.65,849997,0
2021-05-03T00:00:00+0530,6430.0,6622.0,6400.0,6597.85,834923,0
2021-05-04T00:00:00+0530,6639.95,6648.5,6482.0,6508.25,507170,0
2021-05-05T00:00:00+0530,6557.7,6599.0,6483.0,6590.1,499160,0
2021-05-06T00:00:00+0530,6590.0,6709.0,6575.7,6666.65,520125,0
2021-05-07T00:00:00+0530,6679.0,6754.55,6640.0,6703.05,605050,0
2021-05-10T00:00:00+0530,6675.2,6773.15,6660.1,6764.0,541534,0
2021-05-11T00:00:00+0530,6680.15,6749.0,6660.25,6736.65,406046,0
2021-05-12T00:00:00+0530,6730.0,6840.0,6685.0,6817.55,770204,0
2021-05-14T00:00:00+0530,6840.0,6842.15,6700.2,6736.4,647029,0
2021-05-17T00:00:00+0530,6716.5,6838.4,6697.55,6717.85,995827,0
2021-05-18T00:00:00+0530,6788.0,6864.0,6715.45,6811.1,805827,0
2021-05-19T00:00:00+0530,6799.0,6854.95,6760.0,6775.9,432774,0
2021-05-20T00:00:00+0530,6780.8,6814.7,6729.5,6737.85,470476,0
2021-05-21T00:00:00+0530,6780.0,6835.5,6744.25,6814.65,434363,0
2021-05-24T00:00:00+0530,6802.0,6965.0,6802.0,6871.6,1027484,0
2021-05-25T00:00:00+0530,6939.95,6948.0,6888.0,6911.8,438736,0
2021-05-26T00:00:00+0530,6926.0,7051.0,6912.0,7034.3,691574,0
2021-05-27T00:00:00+0530,7022.0,7069.0,6951.15,6968.9,922091,0
2021-05-28T00:00:00+0530,6988.6,7047.0,6940.5,6970.0,393809,0
2021-05-31T00:00:00+0530,6955.0,7100.0,6924.05,7086.3,718277,0
2021-06-01T00:00:00+0530,7107.55,7143.0,7047.05,7091.15,642841,0
2021-06-02T00:00:00+0530,7063.45,7197.7,7063.45,7184.7,598862,0
2021-06-03T00:00:00+0530,7200.0,7230.0,7165.05,7209.5,401590,0
2021-06-04T00:00:00+0530,7200.0,7272.0,7151.1,7214.7,575591,0
2021-06-07T00:00:00+0530,7221.0,7328.85,7211.1,7275.65,520482,0
2021-06-08T00:00:00+0530,7317.5,7366.45,7295.2,7336.75,538816,0
2021-06-09T00:00:00+0530,7310.2,7339.2,7200.0,7239.0,443778,0
2021-06-10T00:00:00+0530,7258.0,7279.45,7174.05,7199.9,278027,0
2021-06-11T00:00:00+0530,7244.0,7244.0,7186.4,7223.8,253689,0
2021-06-14T00:00:00+0530,7195.0,7212.95,7095.05,7177.85,322353,0
2021-06-15T00:00:00+0530,7181.15,7228.85,7156.3,7166.25,207625,0
2021-06-16T00:00:00+0530,7166.0,7193.75,7070.0,7114.25,283007,0
2021-06-17T00:00:00+0530,7060.0,7099.1,6931.1,6969.35,595255,0
2021-06-18T00:00:00+0530,6989.85,6989.85,6821.0,6959.35,797389,0
2021-06-21T00:00:00+0530,6870.0,6925.0,6842.0,6899.9,443795,0
2021-06-22T00:00:00+0530,6940.0,7299.95,6930.0,7265.4,1757310,0
2021-06-23T00:00:00+0530,7266.1,7479.0,7240.05,7432.7,2227399,0
2021-06-24T00:00:00+0530,7448.8,7550.0,7410.1,7527.45,1041762,0
2021-06-25T00:00:00+0530,7540.0,7665.0,7540.0,7649.0,1216123,0
2021-06-28T00:00:00+0530,7698.0,7698.0,7571.4,7596.25,433364,0
2021-06-29T00:00:00+0530,7596.0,7601.0,7452.55,7487.5,480219,0
2021-06-30T00:00:00+0530,7505.5,7646.6,7492.6,7515.9,729267,0
2021-07-01T00:00:00+0530,7500.0,7605.0,7495.05,7584.4,584331,0
2021-07-02T00:00:00+0530,7625.0,7634.5,7546.55,7573.85,434905,0
2021-07-05T00:00:00+0530,7596.3,7690.0,7583.0,7599.45,484183,0
2021-07-06T00:00:00+0530,7600.0,7657.95,7487.45,7514.95,425103,0
2021-07-07T00:00:00+0530,7528.0,7581.0,7433.65,7449.4,395336,0
2021-07-08T00:00:00+0530,7455.0,7498.0,7385.0,7401.2,391940,0
2021-07-09T00:00:00+0530,7381.0,7447.9,7343.4,7425.7,400686,0
2021-07-12T00:00:00+0530,7500.0,7589.8,7451.05,7470.1,496478,0
2021-07-13T00:00:00+0530,7520.0,7529.2,7404.0,7430.35,350032,0
2021-07-14T00:00:00+0530,7436.0,7449.0,7310.0,7326.75,460178,0
2021-07-15T00:00:00+0530,7357.0,7358.0,7268.0,7307.0,430055,0
2021-07-16T00:00:00+0530,7333.0,7333.0,7272.8,7303.55,281552,0
2021-07-19T00:00:00+0530,7251.7,7297.0,7151.1,7165.55,386598,0
2021-07-20T00:00:00+0530,7180.0,7265.0,7144.45,7232.7,413816,0
2021-07-22T00:00:00+0530,7302.0,7325.0,7246.3,7299.55,439934,0
2021-07-23T00:00:00+0530,7300.0,7375.0,7277.0,7293.85,436330,0
2021-07-26T00:00:00+0530,7307.0,7360.0,7180.0,7235.8,431758,0
2021-07-27T00:00:00+0530,7241.3,7320.0,7160.85,7240.25,417171,0
2021-07-28T00:00:00+0530,7280.0,7312.0,7063.0,7165.05,739427,0
2021-07-29T00:00:00+0530,7130.0,7130.0,6936.0,6993.5,1519226,0
2021-07-30T00:00:00+0530,7000.0,7095.0,6964.9,6977.7,715546,0
2021-08-02T00:00:00+0530,7100.0,7107.45,7031.0,7076.95,433760,0
2021-08-03T00:00:00+0530,7124.95,7221.0,7086.1,7199.4,470570,0
2021-08-04T00:00:00+0530,7220.0,7248.6,7003.5,7102.9,484122,0
2021-08-05T00:00:00+0530,7072.0,7079.95,7006.0,7027.55,495133,0
2021-08-06T00:00:00+0530,7054.8,7168.5,7042.55,7100.8,517575,0
2021-08-09T00:00:00+0530,7135.0,7165.0,7038.0,7081.75,264983,0
2021-08-10T00:00:00+0530,7045.2,7104.9,6995.0,7001.95,356726,0
2021-08-11T00:00:00+0530,7002.0,7095.0,6925.15,7021.5,414311,0
2021-08-12T00:00:00+0530,7022.0,7084.8,6985.0,7012.0,330283,0
2021-08-13T00:00:00+0530,7030.0,7049.9,6973.85,7002.2,431784,0
2021-08-16T00:00:00+0530,6982.5,7018.0,6810.0,6826.85,750966,0
2021-08-17T00:00:00+0530,6800.0,6943.0,6746.4,6885.4,752517,0
2021-08-18T00:00:00+0530,6943.75,6943.75,6820.0,6840.1,434144,0
2021-08-20T00:00:00+0530,6815.0,6914.65,6780.0,6850.9,657982,0
2021-08-23T00:00:00+0530,6905.0,6918.0,6801.0,6825.9,537302,0
2021-08-24T00:00:00+0530,6789.5,6852.0,6740.6,6803.2,646993,0
2021-08-25T00:00:00+0530,6838.0,6838.0,6700.0,6711.45,722194,0
2021-08-26T00:00:00+0530,6700.0,6701.35,6591.0,6608.6,1199429,0
2021-08-27T00:00:00+0530,6629.75,6694.6,6600.0,6624.85,1428388,0
2021-08-30T00:00:00+0530,6690.0,6810.0,6653.85,6796.9,819447,0
2021-08-31T00:00:00+0530,6820.0,6872.0,6763.55,6846.1,938326,0
2021-09-01T00:00:00+0530,6799.95,6820.0,6702.35,6784.9,1108476,0
2021-09-02T00:00:00+0530,6852.7,6858.95,6708.2,6792.9,741052,0
2021-09-03T00:00:00+0530,6770.0,6958.0,6751.6,6863.1,1196077,0
2021-09-06T00:00:00+0530,6925.0,6954.0,6838.0,6846.9,897444,0
2021-09-07T00:00:00+0530,6879.9,6929.9,6853.7,6877.15,743783,0
2021-09-08T00:00:00+0530,6852.1,6858.35,6756.0,6781.25,847767,0
2021-09-09T00:00:00+0530,6750.0,6818.45,6740.0,6802.25,515702,0
2021-09-13T00:00:00+0530,6835.5,6895.45,6813.3,6873.7,508397,0
2021-09-14T00:00:00+0530,6910.0,6955.0,6851.1,6894.45,817280,0
2021-09-15T00:00:00+0530,6938.0,6938.0,6880.0,6909.0,310138,0
2021-09-16T00:00:00+0530,6913.3,6949.0,6870.0,6930.95,556648,0
2021-09-17T00:00:00+0530,6955.0,7064.75,6950.0,7014.45,980793,0
2021-09-20T00:00:00+0530,6979.9,7015.45,6906.2,6950.4,550405,0
2021-09-21T00:00:00+0530,6912.5,6939.7,6741.0,6777.0,1085249,0
2021-09-22T00:00:00+0530,6820.0,6846.0,6785.0,6831.0,548623,0
2021-09-23T00:00:00+0530,6868.0,6879.9,6821.0,6846.7,432740,0
2021-09-24T00:00:00+0530,6850.0,7037.8,6848.0,6952.25,1649962,0
2021-09-27T00:00:00+0530,6974.0,7448.0,6974.0,7403.45,2646138,0
2021-09-28T00:00:00+0530,7448.0,7521.55,7333.5,7423.85,1346961,0
2021-09-29T00:00:00+0530,7390.5,7465.0,7291.0,7384.05,643556,0
2021-09-30T00:00:00+0530,7384.75,7408.05,7301.05,7338.05,625717,0
2021-10-01T00:00:00+0530,7220.0,7220.0,7090.0,7162.3,901588,0
2021-10-04T00:00:00+0530,7180.0,7214.95,7131.8,7170.3,466994,0
2021-10-05T00:00:00+0530,7164.8,7300.0,7155.65,7258.25,546004,0
2021-10-06T00:00:00+0530,7270.9,7281.5,7164.25,7199.25,726695,0
2021-10-07T00:00:00+0530,7234.95,7555.0,7225.25,7492.5,1646727,0
2021-10-08T00:00:00+0530,7548.7,7571.95,7401.15,7430.0,630622,0
2021-10-11T00:00:00+0530,7420.2,7814.8,7419.8,7700.8,1069536,0
2021-10-12T00:00:00+0530,7687.9,7750.0,7630.05,7693.8,406814,0
2021-10-13T00:00:00+0530,7740.0,7749.95,7436.55,7482.15,1084436,0
2021-10-14T00:00:00+0530,7540.0,7560.0,7445.0,7496.9,831546,0
2021-10-18T00:00:00+0530,7405.0,7705.3,7405.0,7657.0,913963,0
2021-10-19T00:00:00+0530,7670.2,7768.6,7585.0,7655.65,658869,0
2021-10-20T00:00:00+0530,7615.0,7667.35,7515.0,7590.75,488082,0
2021-10-21T00:00:00+0530,7650.0,7650.0,7485.0,7575.25,563128,0
2021-10-22T00:00:00+0530,7600.0,7625.0,7386.55,7408.9,224520,0
2021-10-25T00:00:00+0530,7355.0,7396.05,7219.65,7260.6,248058,0
2021-10-26T00:00:00+0530,7265.0,7337.95,7210.2,7297.35,292203,0
2021-10-27T00:00:00+0530,7285.0,7461.25,7244.0,7356.25,1218064,0
2021-10-28T00:00:00+0530,7250.0,7529.7,7235.05,7369.7,961511,0
2021-10-29T00:00:00+0530,7350.0,7550.0,7294.85,7482.4,819875,0
2021-11-01T00:00:00+0530,7401.0,7666.0,7401.0,7615.55,1005690,0
2021-11-02T00:00:00+0530,7647.95,7910.0,7630.8,7791.75,1302733,0
2021-11-03T00:00:00+0530,7791.75,7842.25,7711.6,7734.25,656492,0
2021-11-04T00:00:00+0530,7774.7,7819.95,7735.5,7747.4,53365,0
2021-11-08T00:00:00+0530,7759.95,7882.6,7672.0,7684.6,428433,0
2021-11-09T00:00:00+0530,7709.0,7764.5,7538.7,7577.55,632879,0
2021-11-10T00:00:00+0530,7570.0,7580.0,7460.0,7511.65,562432,0
2021-11-11T00:00:00+0530,7512.0,7567.5,7442.0,7453.45,486991,0
2021-11-12T00:00:00+0530,7530.0,7544.0,7442.0,7479.85,349666,0
2021-11-15T00:00:00+0530,7452.0,7579.85,7452.0,7503.1,314414,0
2021-11-16T00:00:00+0530,7545.0,8128.75,7535.05,8050.35,2619355,0
2021-11-17T00:00:00+0530,8035.0,8350.0,8015.05,8274.75,2377268,0
2021-11-18T00:00:00+0530,8234.0,8368.0,8001.1,8117.15,1337493,0
2021-11-22T00:00:00+0530,8158.0,8187.85,7806.55,7864.4,672298,0
2021-11-23T00:00:00+0530,7849.1,7953.95,7805.0,7854.0,567198,0
2021-11-24T00:00:00+0530,7865.5,7897.95,7636.6,7669.45,571078,0
2021-11-25T00:00:00+0530,7640.0,7719.4,7435.0,7572.5,1007618,0
2021-11-26T00:00:00+0530,7520.0,7520.0,7130.0,7170.5,1154876,0
2021-11-29T00:00:00+0530,7166.0,7210.0,6990.7,7149.5,733010,0
2021-11-30T00:00:00+0530,7149.5,7250.0,7015.55,7067.8,1287938,0
2021-12-01T00:00:00+0530,7191.0,7380.0,7130.05,7273.25,1669583,0
2021-12-02T00:00:00+0530,7285.0,7355.45,7245.65,7324.95,618573,0
2021-12-03T00:00:00+0530,7305.0,7329.0,7148.75,7208.7,603798,0
2021-12-06T00:00:00+0530,7193.0,7200.0,7021.0,7042.85,609507,0
2021-12-07T00:00:00+0530,7129.0,7261.8,7091.2,7186.6,637151,0
2021-12-08T00:00:00+0530,7225.0,7497.85,7151.1,7434.9,930339,0
2021-12-09T00:00:00+0530,7469.0,7469.0,7325.0,7421.75,615037,0
2021-12-10T00:00:00+0530,7380.0,7475.0,7357.95,7425.65,431682,0
2021-12-13T00:00:00+0530,7485.0,7575.9,7425.0,7516.4,883009,0
2021-12-14T00:00:00+0530,7516.8,7556.3,7457.8,7493.15,749704,0
2021-12-15T00:00:00+0530,7476.0,7640.0,7453.05,7567.95,529018,0
2021-12-16T00:00:00+0530,7591.5,7621.0,7406.0,7450.8,595582,0
2021-12-17T00:00:00+0530,7480.0,7480.0,7241.0,7296.6,1081907,0
2021-12-20T00:00:00+0530,7200.0,7321.55,7035.85,7286.6,867425,0
2021-12-21T00:00:00+0530,7306.5,7404.95,7284.0,7315.15,415744,0
2021-12-22T00:00:00+0530,7305.5,7454.0,7305.5,7423.75,368978,0
2021-12-23T00:00:00+0530,7481.0,7500.0,7355.0,7387.15,249919,0
2021-12-24T00:00:00+0530,7441.0,7449.85,7252.15,7317.1,357447,0
2021-12-27T00:00:00+0530,7277.1,7330.0,7186.2,7289.5,190180,0
2021-12-28T00:00:00+0530,7320.0,7359.0,7255.1,7297.45,214533,0
2021-12-29T00:00:00+0530,7297.7,7365.0,7240.45,7350.05,287776,0
2021-12-30T00:00:00+0530,7350.0,7395.15,7255.4,7282.25,296041,0
2021-12-31T00:00:00+0530,7290.05,7449.5,7290.05,7426.45,313398,0
2022-01-03T00:00:00+0530,7420.0,7605.95,7420.0,7523.9,456599,0
2022-01-04T00:00:00+0530,7600.0,7649.0,7520.0,7630.1,495182,0
2022-01-05T00:00:00+0530,7624.85,7808.0,7605.6,7775.35,710043,0
2022-01-06T00:00:00+0530,7782.0,7899.45,7683.95,7882.1,739981,0
2022-01-07T00:00:00+0530,7882.1,7944.8,7835.5,7906.0,523116,0
2022-01-10T00:00:00+0530,7950.0,8232.0,7924.15,8125.6,827930,0
2022-01-11T00:00:00+0530,8100.0,8162.45,8069.3,8143.85,688923,0
2022-01-12T00:00:00+0530,8200.0,8200.0,8115.0,8170.75,288174,0
2022-01-13T00:00:00+0530,8175.0,8260.0,7952.0,8077.05,684931,0
2022-01-14T00:00:00+0530,7951.0,8145.0,7951.0,8084.2,299536,0
2022-01-17T00:00:00+0530,8124.8,8368.9,8100.1,8265.5,862249,0
2022-01-18T00:00:00+0530,8248.95,8248.95,7891.5,7915.15,785199,0
2022-01-19T00:00:00+0530,7929.0,8060.0,7860.0,8015.7,681632,0
2022-01-20T00:00:00+0530,8000.0,8140.0,7997.55,8036.35,522850,0
2022-01-21T00:00:00+0530,7970.0,8244.0,7856.05,8189.6,1041476,0
2022-01-24T00:00:00+0530,8189.0,8332.8,7952.8,8052.3,1153538,0
2022-01-25T00:00:00+0530,7990.0,8664.0,7887.9,8602.6,2162832,0
2022-01-27T00:00:00+0530,8656.0,8971.65,8400.05,8820.2,2899559,0
2022-01-28T00:00:00+0530,8795.0,8930.0,8522.35,8550.95,1045088,0
2022-01-31T00:00:00+0530,8625.0,8720.0,8552.8,8597.3,561419,0
2022-02-01T00:00:00+0530,8693.0,8790.8,8351.0,8559.4,819689,0
2022-02-02T00:00:00+0530,8579.7,8683.0,8440.25,8515.25,580433,0
2022-02-03T00:00:00+0530,8550.0,8798.0,8522.7,8593.65,810019,0
2022-02-04T00:00:00+0530,8639.9,8680.0,8492.1,8550.55,404421,0
2022-02-07T00:00:00+0530,8545.0,8615.0,8400.0,8511.65,446099,0
2022-02-08T00:00:00+0530,8616.7,8789.1,8436.05,8599.45,998182,0
2022-02-09T00:00:00+0530,8622.0,8989.8,8622.0,8949.45,1403525,0
2022-02-10T00:00:00+0530,9050.0,9050.0,8789.9,8805.45,811887,0
2022-02-11T00:00:00+0530,8738.0,8865.0,8673.3,8737.15,671572,0
2022-02-14T00:00:00+0530,8500.0,8615.05,8325.0,8366.4,995540,0
2022-02-15T00:00:00+0530,8410.0,8664.25,8356.5,8622.7,682766,0
2022-02-16T00:00:00+0530,8720.0,8736.4,8544.0,8582.95,422704,0
2022-02-17T00:00:00+0530,8575.0,8658.3,8525.0,8552.45,305313,0
2022-02-18T00:00:00+0530,8550.0,8645.95,8520.05,8569.1,385273,0
2022-02-21T00:00:00+0530,8544.05,8724.25,8443.6,8612.7,626049,0
2022-02-22T00:00:00+0530,8495.0,8659.8,8384.85,8622.8,620828,0
2022-02-23T00:00:00+0530,8690.0,8789.95,8655.2,8698.85,557954,0
2022-02-24T00:00:00+0530,8402.0,8587.25,8155.0,8210.15,947351,0
2022-02-25T00:00:00+0530,8260.0,8466.0,8209.55,8356.1,1344343,0
2022-02-28T00:00:00+0530,8300.0,8339.95,8114.1,8314.15,961303,0
2022-03-02T00:00:00+0530,8197.7,8199.0,7764.0,7814.2,1783011,0
2022-03-03T00:00:00+0530,7924.0,7939.95,7558.5,7595.55,1050154,0
2022-03-04T00:00:00+0530,7482.0,7519.2,7130.0,7247.3,2511658,0
2022-03-07T00:00:00+0530,6992.0,7029.85,6730.0,6769.05,2469925,0
2022-03-08T00:00:00+0530,6705.0,6855.0,6536.55,6806.3,2840376,0
2022-03-09T00:00:00+0530,6874.0,7078.1,6777.0,7026.85,1827539,0
2022-03-10T00:00:00+0530,7255.0,7399.85,7177.3,7211.8,1535070,0
2022-03-11T00:00:00+0530,7200.0,7200.0,7080.0,7102.55,1024452,0
2022-03-14T00:00:00+0530,7050.0,7335.0,7012.0,7316.75,1023874,0
2022-03-15T00:00:00+0530,7321.0,7620.0,7318.0,7420.1,1586111,0
2022-03-16T00:00:00+0530,7570.0,7595.75,7440.0,7485.8,584457,0
2022-03-17T00:00:00+0530,7574.0,7741.95,7530.0,7693.0,1133271,0
2022-03-21T00:00:00+0530,7844.0,7940.0,7650.0,7705.55,1354525,0
2022-03-22T00:00:00+0530,7714.95,7809.0,7536.65,7766.65,1093502,0
2022-03-23T00:00:00+0530,7800.0,7862.8,7611.0,7644.85,808597,0
2022-03-24T00:00:00+0530,7599.3,7655.0,7526.35,7556.95,565485,0
2022-03-25T00:00:00+0530,7515.0,7542.3,7385.0,7415.45,686637,0
2022-03-28T00:00:00+0530,7425.0,7539.0,7413.0,7477.35,599515,0
2022-03-29T00:00:00+0530,7535.0,7563.1,7401.0,7439.15,446257,0
2022-03-30T00:00:00+0530,7521.0,7629.95,7490.0,7598.6,589206,0
2022-03-31T00:00:00+0530,7598.55,7652.75,7528.0,7561.3,434317,0
2022-04-01T00:00:00+0530,7574.0,7729.0,7517.35,7700.05,449386,0
2022-04-04T00:00:00+0530,7650.0,7794.0,7631.65,7774.8,491029,0
2022-04-05T00:00:00+0530,7781.0,7900.0,7730.0,7761.85,488132,0
2022-04-06T00:00:00+0530,7739.0,7849.0,7675.0,7744.2,393628,0
2022-04-07T00:00:00+0530,7659.75,7748.0,7621.05,7640.5,458566,0
2022-04-08T00:00:00+0530,7708.8,7730.5,7515.4,7557.95,849846,0
2022-04-11T00:00:00+0530,7614.85,7616.55,7485.0,7565.4,496254,0
2022-04-12T00:00:00+0530,7540.0,7711.5,7500.0,7618.35,598047,0
2022-04-13T00:00:00+0530,7618.35,7704.95,7440.0,7469.5,527991,0
2022-04-18T00:00:00+0530,7374.5,7599.0,7355.0,7573.5,551783,0
2022-04-19T00:00:00+0530,7580.0,7678.0,7350.0,7435.1,425990,0
2022-04-20T00:00:00+0530,7499.0,7699.0,7472.6,7666.7,542622,0
2022-04-21T00:00:00+0530,7709.8,7899.8,7686.05,7879.2,772708,0
2022-04-22T00:00:00+0530,7789.0,8016.65,7731.0,7904.5,960818,0
2022-04-25T00:00:00+0530,7810.0,7998.0,7810.0,7912.35,701521,0
2022-04-26T00:00:00+0530,8000.0,8067.5,7830.0,7906.75,801963,0
2022-04-27T00:00:00+0530,7851.0,7865.0,7720.0,7788.4,570519,0
2022-04-28T00:00:00+0530,7844.0,7940.0,7766.7,7888.15,561932,0
2022-04-29T00:00:00+0530,7918.0,7946.5,7626.0,7717.8,1162749,0
2022-05-02T00:00:00+0530,7665.0,7750.0,7544.3,7634.75,544053,0
2022-05-04T00:00:00+0530,7650.0,7747.0,7356.5,7397.9,599211,0
2022-05-05T00:00:00+0530,7450.0,7538.0,7380.15,7407.65,524174,0
2022-05-06T00:00:00+0530,7314.0,7359.9,7156.65,7279.25,650559,0
2022-05-09T00:00:00+0530,7201.5,7424.5,7130.0,7360.3,570578,0
2022-05-10T00:00:00+0530,7350.15,7575.0,7350.15,7515.9,663616,0
2022-05-11T00:00:00+0530,7519.0,7559.55,7346.6,7396.45,605312,0
2022-05-12T00:00:00+0530,7221.5,7323.95,7210.8,7253.65,571754,0
2022-05-13T00:00:00+0530,7340.0,7340.0,7062.35,7101.95,703097,0
2022-05-16T00:00:00+0530,7157.0,7305.35,7150.0,7247.6,369545,0
