Date,Open,High,Low,Close,Volume,None
2022-03-02T00:00:00+0530,16593.1,16678.5,16478.65,16605.95,0,0
2022-03-03T00:00:00+0530,16723.2,16768.95,16442.95,16498.05,0,0
2022-03-04T00:00:00+0530,16339.45,16456.0,16133.8,16245.35,0,0
2022-03-07T00:00:00+0530,15867.95,15944.6,15711.45,15863.15,0,0
2022-03-08T00:00:00+0530,15747.75,16028.75,15671.45,16013.45,0,0
2022-03-09T00:00:00+0530,16078.0,16418.05,15990.0,16345.35,0,0
2022-03-10T00:00:00+0530,16757.1,16757.3,16447.9,16594.9,0,0
2022-03-11T00:00:00+0530,16528.8,16694.4,16470.9,16630.45,0,0
2022-03-14T00:00:00+0530,16633.7,16887.95,16606.5,16871.3,0,0
2022-03-15T00:00:00+0530,16900.65,16927.75,16555.0,16663.0,0,0
2022-03-16T00:00:00+0530,16876.65,16987.9,16837.85,16975.35,0,0
2022-03-17T00:00:00+0530,17202.9,17344.6,17175.75,17287.05,0,0
2022-03-21T00:00:00+0530,17329.5,17353.35,17096.4,17117.6,0,0
2022-03-22T00:00:00+0530,17120.4,17334.4,17006.3,17315.5,0,0
2022-03-23T00:00:00+0530,17405.05,17442.4,17199.6,17245.65,0,0
2022-03-24T00:00:00+0530,17094.95,17291.75,17091.15,17222.75,0,0
2022-03-25T00:00:00+0530,17289.0,17294.9,17076.55,17153.0,0,0
2022-03-28T00:00:00+0530,17181.85,17235.1,17003.9,17222.0,0,0
2022-03-29T00:00:00+0530,17297.2,17343.65,17235.7,17325.3,0,0
2022-03-30T00:00:00+0530,17468.15,17522.5,17387.2,17498.25,0,0
2022-03-31T00:00:00+0530,17519.2,17559.8,17435.2,17464.75,0,0
2022-04-01T00:00:00+0530,17436.9,17703.7,17422.7,17670.45,0,0
2022-04-04T00:00:00+0530,17809.1,18114.65,17791.4,18053.4,0,0
2022-04-05T00:00:00+0530,18080.6,18095.45,17921.55,17957.4,0,0
2022-04-06T00:00:00+0530,17842.75,17901.0,17779.85,17807.65,0,0
2022-04-07T00:00:00+0530,17723.3,17787.5,17623.7,17639.55,0,0
2022-04-08T00:00:00+0530,17698.15,17842.75,17600.55,17784.35,0,0
2022-04-11T00:00:00+0530,17740.9,17779.05,17650.95,17674.95,0,0
2022-04-12T00:00:00+0530,17584.85,17595.3,17442.35,17530.3,0,0
2022-04-13T00:00:00+0530,17599.9,17663.65,17457.4,17475.65,0,0
2022-04-18T00:00:00+0530,17183.45,17237.75,17067.85,17173.65,0,0
2022-04-19T00:00:00+0530,17258.95,17275.65,16824.7,16958.65,0,0
2022-04-20T00:00:00+0530,17045.25,17186.9,16978.95,17136.55,0,0
2022-04-21T00:00:00+0530,17234.6,17414.7,17215.5,17392.6,0,0
2022-04-22T00:00:00+0530,17242.75,17315.3,17149.2,17171.95,0,0
2022-04-25T00:00:00+0530,17009.05,17054.3,16888.7,16953.95,0,0
2022-04-26T00:00:00+0530,17121.3,17223.85,17064.45,17200.8,0,0
2022-04-27T00:00:00+0530,17073.35,17110.7,16958.45,17038.4,0,0
2022-04-28T00:00:00+0530,17189.5,17322.5,17071.05,17245.05,0,0
2022-04-29T00:00:00+0530,17329.25,17377.65,17053.25,17102.55,0,0
2022-05-02T00:00:00+0530,16924.45,17092.25,16917.25,17069.1,0,0
2022-05-04T00:00:00+0530,17096.6,17132.85,16623.95,16677.6,0,0
2022-05-05T00:00:00+0530,16854.75,16945.7,16651.85,16682.65,0,0
2022-05-06T00:00:00+0530,16415.55,16484.2,16340.9,16411.25,0,0
2022-05-09T00:00:00+0530,16227.7,16403.7,16142.1,16301.85,0,0
2022-05-10T00:00:00+0530,16248.9,16404.55,16197.3,16240.05,0,0
2022-05-11T00:00:00+0530,16270.05,16318.75,15992.6,16167.1,0,0
2022-05-12T00:00:00+0530,16021.1,16041.95,15735.75,15808.0,0,0
2022-05-13T00:00:00+0530,15977.0,16083.6,15740.85,15782.15,0,0
2022-05-16T00:00:00+0530,15845.1,15977.95,15739.65,15842.3,0,0
2022-05-17T00:00:00+0530,15912.6,16284.25,15900.8,16259.3,0,0
2022-05-18T00:00:00+0530,16318.15,16399.8,16211.2,16240.3,0,0
2022-05-19T00:00:00+0530,15917.4,15984.75,15775.2,15809.4,0,0
2022-05-20T00:00:00+0530,16043.8,16283.05,16003.85,16266.15,0,0
2022-05-23T00:00:00+0530,16290.95,16414.7,16185.75,16214.7,0,0
2022-05-24T00:00:00+0530,16225.55,16262.8,16078.6,16125.15,0,0
2022-05-25T00:00:00+0530,16196.35,16223.35,16006.95,16025.8,0,0
2022-05-26T00:00:00+0530,16105.0,16204.45,15903.7,16170.15,0,0
2022-05-27T00:00:00+0530,16296.6,16370.6,16221.95,16352.45,0,0
2022-05-30T00:00:00+0530,16527.9,16695.5,16506.15,16661.4,0,0
2022-05-31T00:00:00+0530,16578.45,16690.75,16521.9,16584.55,0,0
2022-06-01T00:00:00+0530,16594.4,16649.2,16438.85,16522.75,0,0
2022-06-02T00:00:00+0530,16481.65,16646.4,16443.05,16628.0,0,0
2022-06-03T00:00:00+0530,16761.65,16793.85,16567.9,16584.3,0,0
2022-06-06T00:00:00+0530,16530.7,16610.95,16444.55,16569.55,0,0
